1	109646	1
1	6428	1
1	69964	1
1	52915	1
1	120911	1
1	41111	1
1	61670	1
1	52916	1
1	122859	1
1	115983	1
1	7299	1
1	155064	1
1	69968	1
1	123937	1
1	69969	1
1	130764	1
1	54275	1
1	102678	1
1	85086	1
1	23402	1
2	96460	1
2	9766	1
2	31695	1
2	121721	1
2	146774	1
2	104416	1
2	95708	1
2	38960	1
2	143490	1
2	93671	1
2	95489	1
2	7697	1
2	43913	1
2	29759	1
2	90085	1
2	75387	1
2	70676	1
2	146740	1
2	84351	1
2	68810	1
3	104696	1
3	112745	1
3	58972	1
3	19323	1
3	59113	1
3	12494	1
3	58959	1
3	59100	1
3	127274	1
3	96749	1
3	154777	1
3	56703	1
3	142459	1
3	14031	1
3	56705	1
3	146758	1
3	19321	1
3	102098	1
3	102272	1
3	136800	1
4	82116	1
4	71697	1
4	99168	1
4	12804	1
4	54348	1
4	130314	1
4	52352	1
4	157123	1
4	8135	1
4	63205	1
4	69066	1
4	82120	1
4	117123	1
4	77738	1
4	104257	1
4	145404	1
4	77055	1
4	5487	1
4	121133	1
4	146539	1
5	22300	1
5	104387	1
5	84403	1
5	22367	1
5	14879	1
5	34561	1
5	22512	1
5	76815	1
5	115202	1
5	84576	1
5	38142	1
5	115221	1
5	155606	1
5	18118	1
5	22422	1
5	32453	1
5	68128	1
5	91270	1
5	13052	1
5	135045	1
6	107596	1
6	86176	1
6	19974	1
6	107570	1
6	30003	1
6	1780	1
6	29995	1
6	9115	1
6	57511	1
6	137067	1
6	118670	1
6	152330	1
6	141646	1
6	80838	1
6	86181	1
6	39227	1
6	152032	1
6	575	1
6	29193	1
6	127572	1
7	153925	1
7	136976	1
7	88038	1
7	36168	1
7	131210	1
7	140611	1
7	138625	1
7	79791	1
7	123522	1
7	118399	1
7	72393	1
7	2085	1
7	77938	1
7	51017	1
7	135144	1
7	82386	1
7	152786	1
7	79792	1
7	71499	1
7	142721	1
8	129342	1
8	47629	1
8	33635	1
8	51334	1
8	65803	1
8	361	1
8	28118	1
8	32507	1
8	43237	1
8	62098	1
8	140897	1
8	48624	1
8	129341	1
8	7270	1
8	25129	1
8	7240	1
8	25118	1
8	108179	1
8	133276	1
8	49187	1
9	43962	1
9	50603	1
9	19356	1
9	119618	1
9	49187	1
9	19355	1
9	19354	1
9	19349	1
9	28118	1
9	18488	1
9	101400	1
9	19350	1
9	14875	1
9	31652	1
9	95111	1
9	18039	1
9	37055	1
9	106549	1
9	19353	1
9	45650	1
10	54890	1
10	146523	1
10	39519	1
10	38936	1
10	85709	1
10	103422	1
10	85881	1
10	30320	1
10	92785	1
10	78014	1
10	58160	1
10	23043	1
10	23042	1
10	120362	1
10	136490	1
10	147004	1
10	100343	1
10	100347	1
10	118634	1
10	108755	1
11	62642	1
11	127272	1
11	44757	1
11	102624	1
11	91696	1
11	38399	1
11	44572	1
11	44760	1
11	4939	1
11	44758	1
11	65180	1
11	53886	1
11	65157	1
11	93728	1
11	9129	1
11	93259	1
11	88483	1
11	9133	1
11	44945	1
11	41008	1
12	53864	1
12	40559	1
12	59258	1
12	21849	1
12	18143	1
12	81930	1
12	121988	1
12	60431	1
12	9129	1
12	70194	1
12	10734	1
12	141422	1
12	40597	1
12	117590	1
12	35226	1
12	4939	1
12	149741	1
12	84586	1
12	9147	1
12	22856	1
13	70740	1
13	44572	1
13	93728	1
13	93259	1
13	9086	1
13	9133	1
13	91782	1
13	91696	1
13	9129	1
13	102646	1
13	141472	1
13	53886	1
13	22277	1
13	35381	1
13	4939	1
13	14879	1
13	60431	1
13	21849	1
13	141289	1
13	13292	1
14	44572	1
14	93728	1
14	35381	1
14	93259	1
14	9127	1
14	42560	1
14	120831	1
14	91782	1
14	53886	1
14	47299	1
14	65159	1
14	35380	1
14	137855	1
14	9129	1
14	141472	1
14	102646	1
14	91696	1
14	141289	1
14	141473	1
14	9133	1
15	91696	1
15	44572	1
15	93259	1
15	115942	1
15	93728	1
15	9086	1
15	35381	1
15	102624	1
15	53886	1
15	9129	1
15	141472	1
15	102646	1
15	91782	1
15	14879	1
15	18163	1
15	76311	1
15	35380	1
15	21849	1
15	9133	1
15	60431	1
16	44572	1
16	35381	1
16	9127	1
16	93728	1
16	42560	1
16	120831	1
16	91696	1
16	9129	1
16	91782	1
16	9133	1
16	93259	1
16	47299	1
16	35380	1
16	102646	1
16	65159	1
16	4939	1
16	38363	1
16	53886	1
16	115503	1
16	137855	1
17	57532	1
17	22351	1
17	132553	1
17	148941	1
17	64843	1
17	14077	1
17	85110	1
17	148956	1
17	2233	1
17	114873	1
17	8363	1
17	279	1
17	129761	1
17	126877	1
17	106783	1
17	16276	1
17	126913	1
17	936	1
17	7137	1
17	129779	1
18	26596	1
18	31328	1
18	66338	1
18	97402	1
18	95255	1
18	73110	1
18	34286	1
18	51959	1
18	34703	1
18	4966	1
18	90959	1
18	1044	1
18	113633	1
18	72471	1
18	14530	1
18	101918	1
18	59572	1
18	2995	1
18	4191	1
18	67966	1
19	1105	1
19	6061	1
19	14341	1
19	142523	1
19	149512	1
19	46160	1
19	103616	1
19	87303	1
19	149511	1
19	3594	1
19	46161	1
19	45845	1
19	150956	1
19	134747	1
19	3595	1
19	46209	1
19	3598	1
19	155564	1
19	59686	1
19	33394	1
20	71394	1
20	150042	1
20	75922	1
20	57003	1
20	30044	1
20	62555	1
20	15379	1
20	73662	1
20	59818	1
20	34382	1
20	114105	1
20	72929	1
20	1551	1
20	68972	1
20	121293	1
20	82262	1
20	69799	1
20	127819	1
20	24305	1
20	45998	1
21	82856	1
21	114861	1
